,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,bedrooms_sqft_living,bathrooms_floors,renovated
11,9212900260,27-05-2014,468000.0,2,1.0,1160,6000,1.0,0,0,4,7,860,300,1942,0,98115,47.69,-122.292,1330,6000,0.0017241379310344827,1.0,0
12,114101516,28-05-2014,310000.0,3,1.0,1430,19901,1.5,0,0,4,7,1430,0,1927,0,98028,47.7558,-122.229,1780,12697,0.002097902097902098,0.6666666666666666,0
13,6054650070,07-10-2014,400000.0,3,1.75,1370,9680,1.0,0,0,4,7,1370,0,1977,0,98074,47.6127,-122.045,1370,10208,0.0021897810218978104,1.75,0
14,1175000570,12-03-2015,530000.0,5,2.0,1810,4850,1.5,0,0,3,7,1810,0,1900,0,98107,47.67,-122.394,1360,4850,0.0027624309392265192,1.3333333333333333,0
15,9297300055,24-01-2015,650000.0,4,3.0,2950,5000,2.0,0,3,3,9,1980,970,1979,0,98126,47.5714,-122.375,2140,4000,0.0013559322033898306,1.5,0
16,1875500060,31-07-2014,395000.0,3,2.0,1890,14040,2.0,0,0,3,7,1890,0,1994,0,98019,47.7277,-121.962,1890,14018,0.0015873015873015873,1.0,0
17,6865200140,29-05-2014,485000.0,4,1.0,1600,4300,1.5,0,0,4,7,1600,0,1916,0,98103,47.6648,-122.343,1610,4300,0.0025,0.6666666666666666,0
18,16000397,05-12-2014,189000.0,2,1.0,1200,9850,1.0,0,0,4,7,1200,0,1921,0,98002,47.3089,-122.21,1060,5095,0.0016666666666666668,1.0,0
19,7983200060,24-04-2015,230000.0,3,1.0,1250,9774,1.0,0,0,4,7,1250,0,1969,0,98003,47.3343,-122.306,1280,8850,0.0024,1.0,0
20,6300500875,14-05-2014,385000.0,4,1.75,1620,4980,1.0,0,0,4,7,860,760,1947,0,98133,47.7025,-122.341,1400,4980,0.0024691358024691358,1.75,0
21,2524049179,26-08-2014,2000000.0,3,2.75,3050,44867,1.0,0,4,3,9,2330,720,1968,0,98040,47.5316,-122.233,4110,20336,0.0009836065573770492,2.75,0
22,7137970340,03-07-2014,285000.0,5,2.5,2270,6300,2.0,0,0,3,8,2270,0,1995,0,98092,47.3266,-122.169,2240,7005,0.0022026431718061676,1.25,0
23,8091400200,16-05-2014,252700.0,2,1.5,1070,9643,1.0,0,0,3,7,1070,0,1985,0,98030,47.3533,-122.166,1220,8386,0.001869158878504673,1.5,0
24,3814700200,20-11-2014,329000.0,3,2.25,2450,6500,2.0,0,0,4,8,2450,0,1985,0,98030,47.3739,-122.172,2200,6865,0.0012244897959183673,1.125,0
25,1202000200,03-11-2014,233000.0,3,2.0,1710,4697,1.5,0,0,5,6,1710,0,1941,0,98002,47.3048,-122.218,1030,4705,0.0017543859649122807,1.3333333333333333,0
26,1794500383,26-06-2014,937000.0,3,1.75,2450,2691,2.0,0,0,3,8,1750,700,1915,0,98119,47.6386,-122.36,1760,3573,0.0012244897959183673,0.875,0
27,3303700376,01-12-2014,667000.0,3,1.0,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,0.002142857142857143,0.6666666666666666,0
28,5101402488,24-06-2014,438000.0,3,1.75,1520,6380,1.0,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,0.001973684210526316,1.75,0
29,1873100390,02-03-2015,719000.0,4,2.5,2570,7173,2.0,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,0.0015564202334630351,1.25,0
30,8562750320,10-11-2014,580500.0,3,2.5,2320,3980,2.0,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,0.001293103448275862,1.25,0
31,2426039314,01-12-2014,280000.0,2,1.5,1190,1265,3.0,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.357,1390,1756,0.0016806722689075631,0.5,0
32,461000390,24-06-2014,687500.0,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,0.0017167381974248926,1.1666666666666667,0
33,7589200193,10-11-2014,535000.0,3,1.0,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,0.0027522935779816515,0.6666666666666666,0
34,7955080270,03-12-2014,322500.0,4,2.75,2060,6659,1.0,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720,0.001941747572815534,2.75,0
35,9547205180,13-06-2014,696000.0,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,0.0013043478260869566,1.6666666666666667,1
36,9435300030,28-05-2014,550000.0,4,1.0,1660,34848,1.0,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,0.0024096385542168677,1.0,0
37,2768000400,30-12-2014,640000.0,4,2.0,2360,6000,2.0,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,0.001694915254237288,1.0,0
38,7895500070,13-02-2015,240000.0,4,1.0,1220,8075,1.0,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800,0.003278688524590164,1.0,0
39,2078500320,20-06-2014,605000.0,4,2.5,2620,7553,2.0,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,0.0015267175572519084,1.25,0
40,5547700270,15-07-2014,625000.0,4,2.5,2570,5520,2.0,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,0.0015564202334630351,1.25,0
41,7766200013,11-08-2014,775000.0,4,2.25,4220,24186,1.0,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,0.0009478672985781991,2.25,0
42,7203220400,07-07-2014,861990.0,5,2.75,3595,5639,2.0,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,0.0013908205841446453,1.375,0
43,9270200160,28-10-2014,685000.0,3,1.0,1570,2280,2.0,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,0.001910828025477707,0.5,0
44,1432701230,29-07-2014,309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,0.00234375,1.0,0
45,8035350320,18-07-2014,488000.0,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,0.0009493670886075949,1.25,0
46,8945200830,25-03-2015,210490.0,3,1.0,990,8528,1.0,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,0.0030303030303030303,1.0,0
47,4178300310,16-07-2014,785000.0,4,2.5,2290,13416,2.0,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,0.0017467248908296944,1.25,0
48,9215400105,28-04-2015,450000.0,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,0.0024,1.75,0
49,822039084,11-03-2015,1350000.0,3,2.5,2753,65005,1.0,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,0.0010897203051216855,2.5,0
50,5245600105,16-09-2014,228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,0.0025210084033613447,1.0,0
51,7231300125,17-02-2015,345000.0,5,2.5,3150,9134,1.0,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,0.0015873015873015873,2.5,0
52,7518505990,31-12-2014,600000.0,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,0.002127659574468085,1.75,0
53,3626039271,05-02-2015,585000.0,2,1.75,1980,8550,1.0,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,0.00101010101010101,1.75,0
54,4217401195,03-03-2015,920000.0,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,0.0018315018315018315,1.5,0
55,9822700295,12-05-2014,885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,0.0014134275618374558,1.25,0
56,9478500640,19-08-2014,292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,0.0017777777777777779,1.25,0
57,2799800710,07-04-2015,301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,0.0012396694214876034,1.25,0
58,7922800400,27-08-2014,951000.0,5,3.25,3250,14342,2.0,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,0.0015384615384615385,1.625,0
59,8079040320,23-02-2015,430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,0.002162162162162162,1.5,0
60,1516000055,10-12-2014,650000.0,3,2.25,2150,21235,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,0.0013953488372093023,2.25,0
61,9558200045,28-08-2014,289000.0,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,0.002380952380952381,1.75,0
62,5072410070,21-10-2014,505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,0.0011909487892020642,0.875,0
63,9528102996,07-12-2014,549000.0,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,0.001948051948051948,0.5833333333333334,0
64,1189001180,03-06-2014,425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,0.0018072289156626507,2.25,0
65,3253500160,20-11-2014,317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,0.0010830324909747292,1.8333333333333333,0
66,3394100030,09-09-2014,975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,0.0014705882352941176,1.25,0
67,3717000160,09-10-2014,287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,0.0017857142857142857,1.25,0
68,1274500060,25-08-2014,204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,0.003,1.0,0
69,1802000060,12-06-2014,1325000.0,5,2.25,3200,20158,1.0,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,0.0015625,2.25,0
70,1525059190,12-09-2014,1040000.0,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,0.0010482180293501049,3.25,0
71,1049000060,05-01-2015,325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,0.002380952380952381,2.0,0
72,8820901275,10-06-2014,571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,0.0014545454545454545,1.3333333333333333,0
73,5416510140,10-07-2014,360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,0.0016806722689075631,1.25,0
74,3444100400,16-03-2015,349000.0,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,0.0016759776536312849,1.75,0
75,3276920270,05-11-2014,832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,0.0011661807580174927,2.0,0
76,4036801170,13-10-2014,380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,0.0022727272727272726,1.75,0
77,2391600320,20-04-2015,480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,0.0028846153846153848,1.0,0
78,6300000287,09-06-2014,410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,0.002127659574468085,1.0,0
79,1531000030,23-03-2015,720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,0.0011594202898550724,1.25,0
80,5104520400,02-12-2014,390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,0.001276595744680851,1.25,0
81,7437100340,22-12-2014,360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,0.002105263157894737,1.25,0
82,9418400240,28-10-2014,355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,0.0009900990099009901,1.0,0
83,1523059105,28-01-2015,356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,0.0017857142857142857,1.5,0
84,1133000671,02-06-2014,315000.0,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,0.003125,1.0,0
85,4232902595,14-11-2014,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,0.0014018691588785046,0.75,0
86,2599001200,03-11-2014,305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,0.0018796992481203006,1.5,0
87,3342103156,18-06-2014,461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,0.0010830324909747292,1.625,0
88,1332700270,19-05-2014,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,0.0012422360248447205,1.125,0
89,3869900162,04-09-2014,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,0.001941747572815534,0.875,0
90,2791500270,22-05-2014,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,0.00202020202020202,1.25,0
91,5036300431,11-03-2015,1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,0.0014204545454545455,1.375,0
92,4168000060,26-02-2015,153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,0.0025,1.0,0
93,6021501535,25-07-2014,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,0.0018987341772151898,1.5,0
94,6021501535,23-12-2014,700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,0.0018987341772151898,1.5,0
95,1483300570,08-09-2014,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,0.0012121212121212121,2.5,1
96,3422049190,30-03-2015,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,0.001530612244897959,1.75,0
97,1099611230,12-09-2014,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,0.0034482758620689655,1.5,0
98,722079104,11-07-2014,314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,0.0016574585635359116,1.75,0
99,7338200240,16-05-2014,437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,0.001293103448275862,1.25,0
100,1952200240,11-06-2014,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,0.0014492753623188406,1.6666666666666667,0
101,5200100125,27-10-2014,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,0.0015151515151515152,1.3333333333333333,0
102,7214720075,12-12-2014,699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,0.0013698630136986301,1.125,0
103,2450000295,07-10-2014,1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,0.0010273972602739725,1.25,1
104,6197800045,24-09-2014,290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,0.0024793388429752068,1.0,0
105,1328310370,02-04-2015,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,0.001282051282051282,2.5,0
106,546000875,23-05-2014,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,0.0017964071856287425,0.6666666666666666,0
107,3530510041,23-07-2014,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,0.0016129032258064516,1.75,0
108,1853000400,05-03-2015,680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,0.0012738853503184713,1.25,0
109,3134100116,27-08-2014,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,0.0024630541871921183,0.875,0
110,9545230140,25-07-2014,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,0.0017316017316017316,1.25,0
111,3362400511,04-03-2015,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,0.002380952380952381,1.75,0
112,2525310310,16-09-2014,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,0.001948051948051948,1.75,0
113,6126500060,24-11-2014,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,0.0014423076923076924,1.75,0
114,8961960160,28-10-2014,480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,0.001238390092879257,1.25,0
115,3626039325,21-11-2014,740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,0.0006849315068493151,1.75,1
116,3362400431,26-06-2014,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,0.0018867924528301887,1.1666666666666667,0
117,4060000240,23-06-2014,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,0.0022727272727272726,1.0,0
118,3454800060,08-01-2015,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,0.0025477707006369425,2.0,0
119,1695900060,11-05-2015,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,0.002484472049689441,0.6666666666666666,0
120,7278700070,02-01-2015,660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,0.00125,2.5,0
121,6675500070,19-11-2014,391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,0.0020689655172413794,2.0,0
122,3626039187,06-04-2015,395000.0,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,0.0025974025974025974,1.0,0
123,3524049083,04-11-2014,445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,0.0019047619047619048,1.1666666666666667,0
124,3275860240,18-06-2014,770000.0,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,0.0010309278350515464,1.125,0
125,4389200955,02-03-2015,1450000.0,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,0.0014545454545454545,1.8333333333333333,1
126,4058801670,17-07-2014,445000.0,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,0.0014285714285714286,2.25,0
127,8732020310,17-07-2014,260000.0,4,2.25,2160,8811,1.0,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,0.001851851851851852,2.25,0
128,2331300505,13-06-2014,822500.0,5,3.5,2320,4960,2.0,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,0.0021551724137931034,1.75,0
129,7853210060,06-04-2015,430000.0,4,2.5,2070,4310,2.0,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,0.001932367149758454,1.25,0
130,3668000070,05-01-2015,212000.0,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,0.002830188679245283,1.75,0
131,9545240070,28-04-2015,660500.0,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,0.001990049751243781,2.25,0
132,1243100136,12-06-2014,784000.0,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,0.0007594936708860759,2.3333333333333335,0
133,8929000270,12-05-2014,453246.0,3,2.5,2010,2287,2.0,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,0.0014925373134328358,1.25,0
134,2767602356,26-01-2015,675000.0,4,3.5,2140,2278,3.0,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,0.001869158878504673,1.1666666666666667,0
135,921049315,13-08-2014,199000.0,3,1.75,1320,17390,1.0,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,0.0022727272727272726,1.75,0
136,3655000070,05-08-2014,220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,0.0019801980198019802,1.75,0
137,4027700812,29-05-2014,452000.0,4,2.25,2590,10002,1.0,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,0.0015444015444015444,2.25,0
138,3992700335,07-07-2014,382500.0,2,1.0,1190,4440,1.0,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,0.0016806722689075631,1.0,0
139,2767603505,07-05-2014,519950.0,3,2.25,1170,1249,3.0,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,0.002564102564102564,0.75,0
140,4232901525,27-06-2014,665000.0,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,0.0018018018018018018,1.0,0
141,1777500060,08-07-2014,527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,0.0017730496453900709,2.5,0
142,1432900240,08-05-2015,205000.0,3,1.0,1610,8579,1.0,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,0.0018633540372670807,1.0,0
143,6140100875,15-04-2015,420000.0,3,1.0,1060,8097,1.0,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,0.002830188679245283,1.0,0
144,6071600370,27-02-2015,500000.0,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,0.0019704433497536944,2.25,0
145,1526069017,03-12-2014,921500.0,4,2.5,3670,315374,2.0,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,0.0010899182561307902,1.25,0
146,809001525,25-06-2014,890000.0,4,1.0,2550,4000,2.0,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,0.001568627450980392,0.5,0
147,3224079105,06-08-2014,430000.0,2,2.5,2420,60984,2.0,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,0.0008264462809917355,1.25,0
148,8075400570,30-10-2014,258000.0,5,2.0,2260,12500,1.0,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,0.0022123893805309734,2.0,0
149,1994200024,04-11-2014,511000.0,3,1.0,1430,3455,1.0,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,0.002097902097902098,1.0,0
150,3362900810,20-08-2014,532170.0,3,2.0,1360,3090,2.0,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,0.0022058823529411764,1.0,0
151,1324300398,09-04-2015,560000.0,3,1.0,1110,5000,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000,0.002702702702702703,0.6666666666666666,0
152,537000445,31-03-2015,282950.0,3,1.0,1250,8200,1.0,0,0,4,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,0.0024,1.0,0
153,7855801670,01-04-2015,2250000.0,4,3.25,5180,19850,2.0,0,3,3,12,3540,1640,2006,0,98006,47.562,-122.162,3160,9750,0.0007722007722007722,1.625,0
154,7920100045,16-05-2014,350000.0,1,1.0,700,5100,1.0,0,0,3,7,700,0,1942,0,98115,47.679,-122.3,1010,5100,0.0014285714285714286,1.0,0
155,8960000030,28-07-2014,215000.0,3,1.0,1180,7669,1.0,0,0,4,7,1180,0,1967,0,98058,47.4479,-122.176,1190,7669,0.002542372881355932,1.0,0
